firstName,lastName,gender,wikia,seasons
Julia,Sokolowski,female,http://survivor.wikia.com/wiki/Julia_Sokolowski,32
Julie,Berry,female,http://survivor.wikia.com/wiki/Julie_Berry,9
Julie,McGee,female,http://survivor.wikia.com/wiki/Julie_McGee,29
Julie,Wolfe,female,http://survivor.wikia.com/wiki/Julie_Wolfe,22
Kass,McQuillen,female,http://survivor.wikia.com/wiki/Kass_McQuillen,"28, 31"
Kat,Edorsson,female,http://survivor.wikia.com/wiki/Kat_Edorsson,"24, 27"
Kathy,Sleckman,female,http://survivor.wikia.com/wiki/Kathy_Sleckman,16
Kathy,Vavrick-O'Brien,female,http://survivor.wikia.com/wiki/Kathy_Vavrick-O%27Brien,"4, 8"
Katie,Collins,female,http://survivor.wikia.com/wiki/Katie_Collins,27
Katie,Gallagher,female,http://survivor.wikia.com/wiki/Katie_Gallagher,10
Katie,Hanson,female,http://survivor.wikia.com/wiki/Katie_Hanson,25
Katrina,Radke,female,http://survivor.wikia.com/wiki/Katrina_Radke,35
Keith,Famie,male,http://survivor.wikia.com/wiki/Keith_Famie,2
Keith,Nale,male,http://survivor.wikia.com/wiki/Keith_Nale,"29, 31"
Keith,Tollefson,male,http://survivor.wikia.com/wiki/Keith_Tollefson,23
Kel,Gleason,male,http://survivor.wikia.com/wiki/Kel_Gleason,2
Kelley,Wentworth,female,http://survivor.wikia.com/wiki/Kelley_Wentworth,"29, 31"
Kelly,Bruno,female,http://survivor.wikia.com/wiki/Kelly_Bruno,21
Kelly,Czarnecki,female,http://survivor.wikia.com/wiki/Kelly_Czarnecki,17
Kelly,Goldsmith,female,http://survivor.wikia.com/wiki/Kelly_Goldsmith,3
Kelly,Remington,female,http://survivor.wikia.com/wiki/Kelly_Remington,30
Kelly,Sharbaugh,female,http://survivor.wikia.com/wiki/Kelly_Sharbaugh,19
Kelly,Shinn,female,http://survivor.wikia.com/wiki/Kelly_Shinn,21
Kelly,Wiglesworth,female,http://survivor.wikia.com/wiki/Kelly_Wiglesworth,"1, 31"
Kellyn,Bechtold,female,http://survivor.wikia.com/wiki/Kellyn_Bechtold,36
Ken,Hoang,male,http://survivor.wikia.com/wiki/Ken_Hoang,17
Ken,McNickle,male,http://survivor.wikia.com/wiki/Ken_McNickle,33
Ken,Stafford,male,http://survivor.wikia.com/wiki/Ken_Stafford,5
Kim,Johnson,female,http://survivor.wikia.com/wiki/Kim_Johnson,3
Kim,Mullen,female,http://survivor.wikia.com/wiki/Kim_Mullen,10
Kim,Powers,female,http://survivor.wikia.com/wiki/Kim_Powers,3
Kim,Spradlin,female,http://survivor.wikia.com/wiki/Kim_Spradlin,24
Kimmi,Kappenberg,female,http://survivor.wikia.com/wiki/Kimmi_Kappenberg,"2, 31"
Kourtney,Moon,female,http://survivor.wikia.com/wiki/Kourtney_Moon,24
Krista,Klumpp,female,http://survivor.wikia.com/wiki/Krista_Klumpp,22
Kristina,Kell,female,http://survivor.wikia.com/wiki/Kristina_Kell,22
Kyle,Jason,male,http://survivor.wikia.com/wiki/Kyle_Jason,32
Laura,Alexander,female,http://survivor.wikia.com/wiki/Laura_Alexander,26
Laura,Boneham,female,http://survivor.wikia.com/wiki/Laura_Boneham,27
Laura,Morett,female,http://survivor.wikia.com/wiki/Laura_Morett,"19, 27"
Laurel,Johnson,female,http://survivor.wikia.com/wiki/Laurel_Johnson,36
Lauren,Rimmer,female,http://survivor.wikia.com/wiki/Lauren_Rimmer,35
Lea,Masters,male,http://survivor.wikia.com/wiki/Lea_Masters,9
Leann,Slaby,female,http://survivor.wikia.com/wiki/Leann_Slaby,9
Leif,Manson,male,http://survivor.wikia.com/wiki/Leif_Manson,24
Leslie,Nease,female,http://survivor.wikia.com/wiki/Leslie_Nease,15
Lex,van den Berghe,male,http://survivor.wikia.com/wiki/Lex_van_den_Berghe,"3, 8"
Libby,Vincek,female,http://survivor.wikia.com/wiki/Libby_Vincek,36
Liliana,Gomez,female,http://survivor.wikia.com/wiki/Liliana_Gomez,14
Lillian,Morris,female,http://survivor.wikia.com/wiki/Lillian_Morris,7
Linda,Spencer,female,http://survivor.wikia.com/wiki/Linda_Spencer,3
Lindsey,Cascaddan,female,http://survivor.wikia.com/wiki/Lindsey_Cascaddan,30
Lindsey,Ogle,female,http://survivor.wikia.com/wiki/Lindsey_Ogle,28
Lindsey,Richter,female,http://survivor.wikia.com/wiki/Lindsey_Richter,3
Lisa,Keiffer,female,http://survivor.wikia.com/wiki/Lisa_Keiffer,9
Lisa,Whelchel,female,http://survivor.wikia.com/wiki/Lisa_Whelchel,25
Lisi,Linares,female,http://survivor.wikia.com/wiki/Lisi_Linares,14
Liz,Kim,female,http://survivor.wikia.com/wiki/Liz_Kim,19
Liz,Markham,female,http://survivor.wikia.com/wiki/Liz_Markham,32
LJ,McKanas,male,http://survivor.wikia.com/wiki/LJ_McKanas,28
Lucy,Huang,female,http://survivor.wikia.com/wiki/Lucy_Huang,33
Lydia,Morales,female,http://survivor.wikia.com/wiki/Lydia_Morales,11
Malcolm,Freberg,male,http://survivor.wikia.com/wiki/Malcolm_Freberg,"25, 26, 34"
Maralyn,Hershey,female,http://survivor.wikia.com/wiki/Maralyn_Hershey,2
Marcus,Lehman,male,http://survivor.wikia.com/wiki/Marcus_Lehman,17
Margaret,Bobonich,female,http://survivor.wikia.com/wiki/Margaret_Bobonich,11
Mari,Takahashi,female,http://survivor.wikia.com/wiki/Mari_Takahashi,33
Marisa,Calihan,female,http://survivor.wikia.com/wiki/Marisa_Calihan,19
Marissa,Peterson,female,http://survivor.wikia.com/wiki/Marissa_Peterson,27
Mark,Caruso,male,http://survivor.wikia.com/wiki/Mark_Caruso,23
Marty,Piombo,male,http://survivor.wikia.com/wiki/Marty_Piombo,21
Mary,Sartain,female,http://survivor.wikia.com/wiki/Mary_Sartain,16
Matt,Bischoff,male,http://survivor.wikia.com/wiki/Matt_Bischoff,26
Matt,Quinlan,male,http://survivor.wikia.com/wiki/Matt_Quinlan,24
Matthew,Elrod,male,http://survivor.wikia.com/wiki/Matthew_Elrod,22
Matthew,von Ertfelda,male,http://survivor.wikia.com/wiki/Matthew_von_Ertfelda,6
Matty,Whitmore,male,http://survivor.wikia.com/wiki/Matty_Whitmore,17
Max,Dawson,male,http://survivor.wikia.com/wiki/Max_Dawson,30
Melinda,Hyder,female,http://survivor.wikia.com/wiki/Melinda_Hyder,12
Mia,Galeotalanza,female,http://survivor.wikia.com/wiki/Mia_Galeotalanza,9
Michael,Jefferson,male,http://survivor.wikia.com/wiki/Michael_Jefferson,24
Michael,Skupin,male,http://survivor.wikia.com/wiki/Michael_Skupin,"2, 25"
Michael,Snow,male,http://survivor.wikia.com/wiki/Michael_Snow,26
Michael,Yerger,male,http://survivor.wikia.com/wiki/Michael_Yerger,36
Michaela,Bradshaw,female,http://survivor.wikia.com/wiki/Michaela_Bradshaw,"33, 34"
Michele,Fitzgerald,female,http://survivor.wikia.com/wiki/Michele_Fitzgerald,32
Michelle,Chase,female,http://survivor.wikia.com/wiki/Michelle_Chase,17
Michelle,Schubert,female,http://survivor.wikia.com/wiki/Michelle_Schubert,33
Michelle,Tesauro,female,http://survivor.wikia.com/wiki/Michelle_Tesauro,7
Michelle,Yi,female,http://survivor.wikia.com/wiki/Michelle_Yi,14
Mick,Trimming,male,http://survivor.wikia.com/wiki/Mick_Trimming,19
Mikayla,Wingle,female,http://survivor.wikia.com/wiki/Mikayla_Wingle,23
Mike,Borassi,male,http://survivor.wikia.com/wiki/Mike_Borassi,19
Mike,Chiesl,male,http://survivor.wikia.com/wiki/Mike_Chiesl,22
Mike,Holloway,male,http://survivor.wikia.com/wiki/Mike_Holloway,30
Mike,Zahalsky,male,http://survivor.wikia.com/wiki/Mike_Zahalsky,35
Mikey,Bortone,male,http://survivor.wikia.com/wiki/Mikey_Bortone,16
Missy,Payne,female,http://survivor.wikia.com/wiki/Missy_Payne,29
Misty,Giles,female,http://survivor.wikia.com/wiki/Misty_Giles,12
Mitchell,Olson,male,http://survivor.wikia.com/wiki/Mitchell_Olson,2
Monica,Culpepper,female,http://survivor.wikia.com/wiki/Monica_Culpepper,"24, 27"
Monica,Padilla,female,http://survivor.wikia.com/wiki/Monica_Padilla,"19, 31"
Mookie,Lee,male,http://survivor.wikia.com/wiki/Mookie_Lee,14
Morgan,McDevitt,female,http://survivor.wikia.com/wiki/Morgan_McDevitt,11
Morgan,McLeod,female,http://survivor.wikia.com/wiki/Morgan_McLeod,28
Morgan,Ricke,female,http://survivor.wikia.com/wiki/Morgan_Ricke,36
Nadiya,Anderson,female,http://survivor.wikia.com/wiki/Nadiya_Anderson,29
NaOnka,Mixon,female,http://survivor.wikia.com/wiki/NaOnka_Mixon,21
Natalie,Anderson,female,http://survivor.wikia.com/wiki/Natalie_Anderson,29
Natalie,Bolton,female,http://survivor.wikia.com/wiki/Natalie_Bolton,16
Natalie,Tenerelli,female,http://survivor.wikia.com/wiki/Natalie_Tenerelli,22
Natalie,White,female,http://survivor.wikia.com/wiki/Natalie_White,19
Nate,Gonzalez,male,http://survivor.wikia.com/wiki/Nate_Gonzalez,13
Neal,Gottlieb,male,http://survivor.wikia.com/wiki/Neal_Gottlieb,32
Neleh,Dennis,female,http://survivor.wikia.com/wiki/Neleh_Dennis,4
Nick,Brown,male,http://survivor.wikia.com/wiki/Nick_Brown,2
Nick,Maiorano,male,http://survivor.wikia.com/wiki/Nick_Maiorano,32
Nick,Stanbury,male,http://survivor.wikia.com/wiki/Nick_Stanbury,12
Nicole,Delma,female,http://survivor.wikia.com/wiki/Nicole_Delma,7
Nina,Acosta,female,http://survivor.wikia.com/wiki/Nina_Acosta,24
Nina,Poersch,female,http://survivor.wikia.com/wiki/Nina_Poersch,30
Osten,Taylor,male,http://survivor.wikia.com/wiki/Osten_Taylor,7
Ozzy,Lusth,male,http://survivor.wikia.com/wiki/Ozzy_Lusth,"13, 16, 23, 34"
Paloma,Soto-Castillo,female,http://survivor.wikia.com/wiki/Paloma_Soto-Castillo,17
Parvati,Shallow,female,http://survivor.wikia.com/wiki/Parvati_Shallow,"13, 16, 20"
Paschal,English,male,http://survivor.wikia.com/wiki/Paschal_English,4
Patricia,Jackson,female,http://survivor.wikia.com/wiki/Patricia_Jackson,4
Patrick,Bolton,male,http://survivor.wikia.com/wiki/Patrick_Bolton,35
Paul,Wachter,male,http://survivor.wikia.com/wiki/Paul_Wachter,33
Peih-Gee,Law,female,http://survivor.wikia.com/wiki/Peih-Gee_Law,"15, 31"
Penny,Ramsey,female,http://survivor.wikia.com/wiki/Penny_Ramsey,5
Pete,Yurkowski,male,http://survivor.wikia.com/wiki/Pete_Yurkowski,25
Peter,Baggenstos,male,http://survivor.wikia.com/wiki/Peter_Baggenstos,32
Peter,Harkey,male,http://survivor.wikia.com/wiki/Peter_Harkey,4
Phillip,Sheppard,male,http://survivor.wikia.com/wiki/Phillip_Sheppard,"22, 26"
R.C.,Saint-Amour,female,http://survivor.wikia.com/wiki/R.C._Saint-Amour,25
Rachel,Ako,female,http://survivor.wikia.com/wiki/Rachel_Ako,33
Rachel,Foulger,female,http://survivor.wikia.com/wiki/Rachel_Foulger,27
Rafe,Judkins,male,http://survivor.wikia.com/wiki/Rafe_Judkins,11
Ralph,Kiser,male,http://survivor.wikia.com/wiki/Ralph_Kiser,22
Ramona,Gray,female,http://survivor.wikia.com/wiki/Ramona_Gray,1
Randy,Bailey,male,http://survivor.wikia.com/wiki/Randy_Bailey,"17, 20"
Rebecca,Borman,female,http://survivor.wikia.com/wiki/Rebecca_Borman,13
Reed,Kelly,male,http://survivor.wikia.com/wiki/Reed_Kelly,29
Reynold,Toepfer,male,http://survivor.wikia.com/wiki/Reynold_Toepfer,26
Richard,Hatch,male,http://survivor.wikia.com/wiki/Richard_Hatch,"1, 8"
Rick,Nelson,male,http://survivor.wikia.com/wiki/Rick_Nelson,23
Rita,Verreos,female,http://survivor.wikia.com/wiki/Rita_Verreos,14
Roark,Luskin,female,http://survivor.wikia.com/wiki/Roark_Luskin,35
Rob,Cesternino,male,http://survivor.wikia.com/wiki/Rob_Cesternino,"6, 8"
Rob,Mariano,male,http://survivor.wikia.com/wiki/Rob_Mariano,"4, 8, 20, 22"
Robb,Zbacnik,male,http://survivor.wikia.com/wiki/Robb_Zbacnik,5
Robert,DeCanio,male,http://survivor.wikia.com/wiki/Robert_DeCanio,4
Rocky,Reid,male,http://survivor.wikia.com/wiki/Rocky_Reid,14
Rodney,Lavoie Jr.,male,http://survivor.wikia.com/wiki/Rodney_Lavoie_Jr.,30
Roger,Bingham,male,http://survivor.wikia.com/wiki/Rodger_Bingham,2
Roger,Sexton,male,http://survivor.wikia.com/wiki/Roger_Sexton,6
Rory,Freeman,male,http://survivor.wikia.com/wiki/Rory_Freeman,9
Roxanne,Morris,female,http://survivor.wikia.com/wiki/Roxanne_Morris,25
Rudy,Boesch,male,http://survivor.wikia.com/wiki/Rudy_Boesch,"1, 8"
Rupert,Boneham,male,http://survivor.wikia.com/wiki/Rupert_Boneham,"7, 8, 20, 27"
Russell,Hantz,male,http://survivor.wikia.com/wiki/Russell_Hantz,"19, 20, 22"
Russell,Swan,male,http://survivor.wikia.com/wiki/Russell_Swan,"19, 25"
Ruth-Marie,Milliman,female,http://survivor.wikia.com/wiki/Ruth-Marie_Milliman,12
Ryan,Aiken,male,http://survivor.wikia.com/wiki/Ryan_Aiken,6
Ryan,Opray,male,http://survivor.wikia.com/wiki/Ryan_Opray,7
Ryan,Shoulders,male,http://survivor.wikia.com/wiki/Ryan_Shoulders,7
Ryan,Ulrich,male,http://survivor.wikia.com/wiki/Ryan_Ulrich,35
Sabrina,Thompson,female,http://survivor.wikia.com/wiki/Sabrina_Thompson,24
Sally,Schumann,female,http://survivor.wikia.com/wiki/Sally_Schumann,12
Sandra,Diaz-Twine,female,http://survivor.wikia.com/wiki/Sandra_Diaz-Twine,"7, 20, 34"
Sandy,Burgin,female,http://survivor.wikia.com/wiki/Sandy_Burgin,18
Sarah,Dawson,female,http://survivor.wikia.com/wiki/Sarah_Dawson,25
Sarah,Jones,female,http://survivor.wikia.com/wiki/Sarah_Jones,4
Sarah,Lacina,female,http://survivor.wikia.com/wiki/Sarah_Lacina,"28, 34"
Sarita,White,female,http://survivor.wikia.com/wiki/Sarita_White,22
Sash,Lenahan,male,http://survivor.wikia.com/wiki/Sash_Lenahan,21
Scot,Pollard,male,http://survivor.wikia.com/wiki/Scot_Pollard,32
Scout,Cloud Lee,female,http://survivor.wikia.com/wiki/Scout_Cloud_Lee,9
Sean,Kenniff,male,http://survivor.wikia.com/wiki/Sean_Kenniff,1
Sean,Rector,male,http://survivor.wikia.com/wiki/Sean_Rector,4
Sebastian,Noel,male,http://survivor.wikia.com/wiki/Sebastian_Noel,36
Sekou,Bunch,male,http://survivor.wikia.com/wiki/Sekou_Bunch,13
Semhar,Tadesse,female,http://survivor.wikia.com/wiki/Semhar_Tadesse,23
Shamar,Thomas,male,http://survivor.wikia.com/wiki/Shamar_Thomas,26
Shambo,Waters,female,http://survivor.wikia.com/wiki/Shambo_Waters,19
Shane,Powers,male,http://survivor.wikia.com/wiki/Shane_Powers,12
Shannon,Elkins,male,http://survivor.wikia.com/wiki/Shannon_Elkins,21
Shawn,Cohen,male,http://survivor.wikia.com/wiki/Shawn_Cohen,7
Shawna,Mitchell,female,http://survivor.wikia.com/wiki/Shawna_Mitchell,6
Sherea,Lloyd,female,http://survivor.wikia.com/wiki/Sherea_Lloyd,15
Sherri,Biethman,female,http://survivor.wikia.com/wiki/Sherri_Biethman,26
Shii,Ann Huang,female,http://survivor.wikia.com/wiki/Shii_Ann_Huang,"5, 8"
Shirin,Oskooi,female,http://survivor.wikia.com/wiki/Shirin_Oskooi,"30, 31"
Sierra,Reed,female,http://survivor.wikia.com/wiki/Sierra_Reed,18
Sierra,Thomas,female,http://survivor.wikia.com/wiki/Sierra_Thomas,"30, 34"
Silas,Gaither,male,http://survivor.wikia.com/wiki/Silas_Gaither,3
Simone,Nguyen,female,http://survivor.wikia.com/wiki/Simone_Nguyen,35
So,Kim,female,http://survivor.wikia.com/wiki/So_Kim,30
Sonja,Christopher,female,http://survivor.wikia.com/wiki/Sonja_Christopher,1
Sophie,Clarke,female,http://survivor.wikia.com/wiki/Sophie_Clarke,23
Spencer,Bledsoe,male,http://survivor.wikia.com/wiki/Spencer_Bledsoe,"28, 31"
Spencer,Duhm,male,http://survivor.wikia.com/wiki/Spencer_Duhm,18
Stacey,Powell,female,http://survivor.wikia.com/wiki/Stacey_Powell,23
Stacey,Stillman,female,http://survivor.wikia.com/wiki/Stacey_Stillman,1
Stacy,Kimball,female,http://survivor.wikia.com/wiki/Stacy_Kimball,14
Stephanie,Dill,female,http://survivor.wikia.com/wiki/Stephanie_Dill,5
Stephanie,Gonzalez,female,http://survivor.wikia.com/wiki/Stephanie_Gonzalez,36
Stephanie,Johnson,female,http://survivor.wikia.com/wiki/Stephanie_Johnson,36
Stephanie,Valencia,female,http://survivor.wikia.com/wiki/Stephanie_Valencia,22
Stephannie,Favor,female,http://survivor.wikia.com/wiki/Stephannie_Favor,13
Stephen,Fishbach,male,http://survivor.wikia.com/wiki/Stephen_Fishbach,"18, 31"
Stephenie,LaGrossa,female,http://survivor.wikia.com/wiki/Stephenie_LaGrossa,"10, 11, 20"
Steve,Wright,male,http://survivor.wikia.com/wiki/Steve_Wright,22
Sugar,Kiper,female,http://survivor.wikia.com/wiki/Sugar_Kiper,"17, 20"
Sunday,Burquest,female,http://survivor.wikia.com/wiki/Sunday_Burquest,33
Sundra,Oakley,female,http://survivor.wikia.com/wiki/Sundra_Oakley,13
Susan,Hawk,female,http://survivor.wikia.com/wiki/Susan_Hawk,"1, 8"
Susie,Smith,female,http://survivor.wikia.com/wiki/Susie_Smith,17
Sydney,Wheeler,female,http://survivor.wikia.com/wiki/Sydney_Wheeler,18
Sylvia,Kwan,female,http://survivor.wikia.com/wiki/Sylvia_Kwan,14
Tai,Trang,male,http://survivor.wikia.com/wiki/Tai_Trang,"32, 34"
Taj,Johnson-George,female,http://survivor.wikia.com/wiki/Taj_Johnson-George,18
Tammy,Leitner,female,http://survivor.wikia.com/wiki/Tammy_Leitner,4
Tanya,Vance,female,http://survivor.wikia.com/wiki/Tanya_Vance,5
Tarzan,Smith,male,http://survivor.wikia.com/wiki/Tarzan_Smith,24
Tasha,Fox,female,http://survivor.wikia.com/wiki/Tasha_Fox,"28, 31"
Taylor,Stocker,male,http://survivor.wikia.com/wiki/Taylor_Stocker,33
Ted,Rogers Jr.,male,http://survivor.wikia.com/wiki/Ted_Rogers,5
Teresa,Cooper,female,http://survivor.wikia.com/wiki/Teresa_Cooper,3
Terry,Deitz,male,http://survivor.wikia.com/wiki/Terry_Deitz,"12, 31"
Tijuana,Bradley,female,http://survivor.wikia.com/wiki/Tijuana_Bradley,7
Tina,Scheer,female,http://survivor.wikia.com/wiki/Tina_Scheer,12
Tina,Wesson,female,http://survivor.wikia.com/wiki/Tina_Wesson,"2, 8, 27"
Todd,Herzog,male,http://survivor.wikia.com/wiki/Todd_Herzog,15
Tom,Buchanan,male,http://survivor.wikia.com/wiki/Tom_Buchanan,"3, 8"
Tom,Westman,male,http://survivor.wikia.com/wiki/Tom_Westman,"10, 20"
Tony,Vlachos,male,http://survivor.wikia.com/wiki/Tony_Vlachos,"28, 34"
Tracy,Hughes-Wolf,female,http://survivor.wikia.com/wiki/Tracy_Hughes-Wolf,16
Travis,Sampson,male,http://survivor.wikia.com/wiki/Travis_Sampson,9
Trish,Dunn,female,http://survivor.wikia.com/wiki/Trish_Dunn,7
Trish,Hegarty,female,http://survivor.wikia.com/wiki/Trish_Hegarty,28
Troyzan,Robertson,male,http://survivor.wikia.com/wiki/Troyzan_Robertson,"24, 34"
Twila,Tanner,female,http://survivor.wikia.com/wiki/Twila_Tanner,9
Tyler,Fredrickson,male,http://survivor.wikia.com/wiki/Tyler_Fredrickson,30
Tyrone,Davis,male,http://survivor.wikia.com/wiki/Tyrone_Davis,21
Tyson,Apostol,male,http://survivor.wikia.com/wiki/Tyson_Apostol,"18, 20, 27"
Val,Collins,female,http://survivor.wikia.com/wiki/Val_Collins,29
Vecepia,Towery,female,http://survivor.wikia.com/wiki/Vecepia_Towery,4
Vince,Sly,male,http://survivor.wikia.com/wiki/Vince_Sly,30
Vytas,Baskauskas,male,http://survivor.wikia.com/wiki/Vytas_Baskauskas,"27, 31"
Wanda,Shirk,female,http://survivor.wikia.com/wiki/Wanda_Shirk,10
Wendell,Holland,male,http://survivor.wikia.com/wiki/Wendell_Holland,36
Wendy,DeSmidt-Kohlhoff,female,http://survivor.wikia.com/wiki/Wendy_DeSmidt-Kohlhoff,21
Wes,Nale,male,http://survivor.wikia.com/wiki/Wes_Nale,29
Whitney,Duncan,female,http://survivor.wikia.com/wiki/Whitney_Duncan,23
Will,Sims II,male,http://survivor.wikia.com/wiki/Will_Sims_II,30
Will,Wahl,male,http://survivor.wikia.com/wiki/Will_Wahl,33
Willard,Smith,male,http://survivor.wikia.com/wiki/Willard_Smith,10
Woo,Hwang,male,http://survivor.wikia.com/wiki/Woo_Hwang,"28, 31"
Yasmin,Giles,female,http://survivor.wikia.com/wiki/Yasmin_Giles,19
Yau-Man,Chan,male,http://survivor.wikia.com/wiki/Yau-Man_Chan,"14, 16"
Yul,Kwon,male,http://survivor.wikia.com/wiki/Yul_Kwon,13
Yve,Rojas,female,http://survivor.wikia.com/wiki/Yve_Rojas,21
Zane,Knight,male,http://survivor.wikia.com/wiki/Zane_Knight,25
Zeke,Smith,male,http://survivor.wikia.com/wiki/Zeke_Smith,"33, 34"
Zoe,Zanidakis,female,http://survivor.wikia.com/wiki/Zoe_Zanidakis,4